state,name,age,pop10,pop11,pop12,pop13,pop14,property
10,Delaware,74,5464,5590,6063,6215,6366,80
11,District of Columbia,74,2725,2736,2891,2847,2951,80
12,Florida,74,141531,144098,151830,155043,161760,80
13,Georgia,74,44549,45180,48067,50313,53021,80
15,Hawaii,74,7400,7474,7885,8168,8860,80
16,Idaho,74,8114,8439,8953,9514,9983,80
17,Illinois,74,66491,66750,69952,70398,71246,80
18,Indiana,74,34855,35183,37424,37690,38216,80
19,Iowa,74,18865,18706,19166,19223,19546,80
20,Kansas,74,15274,15278,15918,15909,16182,80
21,Kentucky,74,24936,24829,26923,27262,28076,80
22,Louisiana,74,23901,24107,25597,25672,26723,80
23,Maine,74,8764,8838,9196,9248,9514,80
24,Maryland,74,28511,29051,30850,31575,32709,80
25,Massachusetts,74,35487,35897,37106,37383,38459,80
26,Michigan,74,55970,55589,58665,59619,61058,80
27,Minnesota,74,27647,28214,29438,30263,31089,80
28,Mississippi,74,16932,16965,18111,18086,18580,80
29,Missouri,74,35357,35078,36907,37598,38498,80
30,Montana,74,6121,6410,6573,6837,7085,80
31,Nebraska,74,10106,10288,10487,10434,10576,80
32,Nevada,74,14267,14827,16031,16540,17911,80
33,New Hampshire,74,7226,7280,7540,7733,8174,80
34,New Jersey,74,47779,48175,50050,50487,51639,80
35,New Mexico,74,11844,12111,12656,13098,13380,80
36,New York,74,107060,108232,112755,112646,116247,80
37,North Carolina,74,53873,53740,56808,57900,60635,80
38,North Dakota,74,3988,4008,3958,3928,3878,80
39,Ohio,74,67934,68436,71773,71381,72283,80
40,Oklahoma,74,21970,21822,22983,23515,24308,80
41,Oregon,74,21255,22120,23354,24245,25701,80
42,Pennsylvania,74,79305,79109,82336,82037,82889,80
44,Rhode Island,74,5735,5719,5866,5964,6147,80
45,South Carolina,74,27477,27732,29638,30349,32729,80
46,South Dakota,74,4914,4806,4843,4925,5035,80
47,Tennessee,74,37309,36958,39489,40332,41982,80
48,Texas,74,112436,113822,119854,122080,128869,80
49,Utah,74,10781,10879,11502,11661,12325,80
50,Vermont,74,3611,3675,3937,3955,4133,80
51,Virginia,74,40884,41912,44407,45493,47623,80
53,Washington,74,33140,34360,36650,37561,39405,80
54,West Virginia,74,12949,13173,13842,13756,13699,80
55,Wisconsin,74,32027,32470,33664,34001,34233,80
56,Wyoming,74,2956,3032,3157,3211,3376,80
0,United States,75,1631879,1638735,1659415,1746314,1774697,80
1,Alabama,75,28177,28190,28212,29847,30104,80
2,Alaska,75,2099,2148,2228,2396,2401,80
3,Arizona,75,37022,38053,39380,42162,43693,80
5,Arkansas,75,17836,17647,17487,18492,18690,80
6,California,75,170849,172141,175887,185183,189702,80
8,Colorado,75,21622,22173,22903,24373,25290,80
9,Connecticut,75,19117,18740,18843,19615,19755,80
10,Delaware,75,5386,5303,5478,5966,6094,80
11,District of Columbia,75,2634,2625,2617,2785,2717,80
12,Florida,75,136511,138205,142035,149327,152963,80
13,Georgia,75,42693,43270,43970,46648,48942,80
15,Hawaii,75,7334,7185,7308,7718,7982,80
16,Idaho,75,7882,7978,8276,8793,9342,80
17,Illinois,75,63950,64308,64450,67611,68008,80
18,Indiana,75,33690,33707,34072,36131,36403,80
19,Iowa,75,18159,18312,18130,18593,18705,80
20,Kansas,75,15013,14782,14820,15444,15450,80
21,Kentucky,75,24023,24009,23912,25954,26267,80
22,Louisiana,75,23217,23218,23267,24681,24759,80
23,Maine,75,8542,8513,8590,8967,9014,80
24,Maryland,75,27564,27681,28110,30084,30626,80
25,Massachusetts,75,34725,34529,34896,36160,36274,80
26,Michigan,75,54042,54301,53902,56842,57857,80
27,Minnesota,75,26514,26986,27448,28751,29495,80
28,Mississippi,75,16201,16264,16353,17466,17505,80
29,Missouri,75,34554,34213,34107,35733,36511,80
30,Montana,75,5746,5925,6224,6383,6606,80
31,Nebraska,75,9971,9750,10023,10202,10171,80
32,Nevada,75,13551,13884,14488,15640,16339,80
33,New Hampshire,75,6992,7027,7060,7357,7575,80
34,New Jersey,75,46182,46309,46742,48525,48925,80
35,New Mexico,75,11549,11545,11780,12300,12767,80
36,New York,75,103852,103871,104669,109196,108761,80
37,North Carolina,75,51925,52345,52495,55365,56438,80
38,North Dakota,75,3932,3874,3864,3840,3782,80
39,Ohio,75,66019,65715,66436,69448,69175,80
40,Oklahoma,75,21758,21193,21050,22180,22686,80
41,Oregon,75,20360,20706,21670,22814,23813,80
42,Pennsylvania,75,77412,76896,76674,79732,79506,80
44,Rhode Island,75,5569,5575,5657,5808,5816,80
45,South Carolina,75,26560,26732,27062,28813,29649,80
46,South Dakota,75,4625,4803,4669,4692,4757,80
47,Tennessee,75,35669,36137,35821,38270,39083,80
48,Texas,75,109586,109381,110756,116844,118910,80
49,Utah,75,10455,10568,10648,11313,11388,80
50,Vermont,75,3511,3516,3536,3823,3843,80
51,Virginia,75,39297,39699,40754,43131,44091,80
53,Washington,75,31893,32278,33472,35745,36655,80
54,West Virginia,75,12625,12473,12708,13359,13251,80
55,Wisconsin,75,30647,31233,31571,32791,33099,80
56,Wyoming,75,2837,2819,2905,3021,3062,80
0,United States,76,1481683,1581387,1589617,1609791,1694648,80
1,Alabama,76,25364,27146,27179,27252,28866,80
2,Alaska,76,1875,2008,2069,2151,2287,80
3,Arizona,76,33179,35995,37243,38581,41493,80
5,Arkansas,76,16189,17253,16986,16848,17886,80
6,California,76,156101,166644,167609,171761,180608,80
8,Colorado,76,19795,21075,21539,22266,23720,80
9,Connecticut,76,17650,18503,18125,18208,18913,80
10,Delaware,76,4805,5200,5154,5349,5764,80
11,District of Columbia,76,2448,2537,2504,2516,2644,80
12,Florida,76,124099,132815,135747,138972,146904,80
13,Georgia,76,37930,41160,41841,42544,45310,80
15,Hawaii,76,6814,7162,6933,7098,7504,80
16,Idaho,76,7022,7614,7752,8066,8561,80
17,Illinois,76,58048,61839,62194,62350,65351,80
18,Indiana,76,30550,32524,32598,32927,34914,80
19,Iowa,76,16483,17624,17754,17566,18048,80
20,Kansas,76,13905,14512,14375,14402,14999,80
21,Kentucky,76,21828,23066,23043,22999,25023,80
22,Louisiana,76,20887,22342,22343,22390,23765,80
23,Maine,76,7867,8308,8274,8337,8684,80
24,Maryland,76,25168,26688,26818,27362,29194,80
25,Massachusetts,76,32168,33762,33517,33879,35055,80
26,Michigan,76,48509,52150,52463,51987,54872,80
27,Minnesota,76,24495,25935,26368,26804,28037,80
28,Mississippi,76,14215,15612,15656,15670,16831,80
29,Missouri,76,31779,33121,33047,32950,34524,80
30,Montana,76,5191,5580,5706,6023,6165,80
31,Nebraska,76,9242,9681,9496,9756,9890,80
32,Nevada,76,12069,13016,13508,14054,15207,80
33,New Hampshire,76,6386,6761,6826,6871,7096,80
34,New Jersey,76,42709,44677,44725,45225,46984,80
35,New Mexico,76,10304,11220,11198,11473,11925,80
36,New York,76,95271,100701,100147,101194,105354,80
37,North Carolina,76,46243,50395,50753,50913,53722,80
38,North Dakota,76,3641,3795,3741,3710,3725,80
39,Ohio,76,59259,63512,63432,63882,66855,80
40,Oklahoma,76,19755,20987,20470,20336,21418,80
41,Oregon,76,18495,19833,20245,21071,22231,80
42,Pennsylvania,76,70930,74882,74438,74197,77109,80
44,Rhode Island,76,5283,5397,5374,5461,5609,80
45,South Carolina,76,23762,25684,25948,26204,28012,80
46,South Dakota,76,4309,4500,4676,4587,4528,80
47,Tennessee,76,31992,34401,34966,34554,36910,80
48,Texas,76,98998,106330,106186,107440,113329,80
49,Utah,76,9446,10236,10316,10385,10990,80
50,Vermont,76,3239,3385,3391,3425,3697,80
51,Virginia,76,35548,38099,38471,39550,41786,80
53,Washington,76,28982,30996,31363,32551,34773,80
54,West Virginia,76,10935,12058,11979,12141,12775,80
55,Wisconsin,76,27962,29919,30445,30728,31866,80
56,Wyoming,76,2559,2747,2686,2825,2935,80
0,United States,77,1449173,1430885,1529072,1537153,1557239,80
1,Alabama,77,24282,24319,26048,26017,26169,80
2,Alaska,77,1774,1829,1954,1983,2044,80
3,Arizona,77,32358,32295,35292,36400,37888,80
5,Arkansas,77,15513,15453,16518,16305,16176,80
6,California,77,151944,151671,161507,163094,166868,80
8,Colorado,77,19310,19224,20573,21063,21680,80
9,Connecticut,77,17554,17162,17918,17528,17579,80
10,Delaware,77,4691,4659,5005,5015,5161,80
11,District of Columbia,77,2410,2300,2421,2359,2378,80
12,Florida,77,122116,120393,129773,132533,136198,80
13,Georgia,77,36519,36507,39822,40344,41149,80
15,Hawaii,77,6915,6609,6982,6796,6964,80
16,Idaho,77,6854,6795,7373,7565,7819,80
17,Illinois,77,57000,55849,59386,59733,59876,80
18,Indiana,77,30146,29404,31232,31306,31641,80
19,Iowa,77,16523,15898,17077,17141,17034,80
20,Kansas,77,13806,13396,13981,13879,13924,80
21,Kentucky,77,20923,20766,22022,21981,21971,80
22,Louisiana,77,20440,20130,21513,21470,21540,80
23,Maine,77,7664,7566,7983,7979,8042,80
24,Maryland,77,24948,24240,25728,25956,26478,80
25,Massachusetts,77,32342,31173,32737,32550,32814,80
26,Michigan,77,47806,46656,50344,50556,50054,80
27,Minnesota,77,24278,23828,25149,25686,26015,80
28,Mississippi,77,13825,13657,15016,14998,15094,80
29,Missouri,77,30965,30509,31808,31762,31750,80
30,Montana,77,5048,5043,5438,5536,5863,80
31,Nebraska,77,9126,8890,9394,9180,9405,80
32,Nevada,77,11520,11574,12592,13035,13710,80
33,New Hampshire,77,6352,6163,6590,6641,6614,80
34,New Jersey,77,42649,41187,43043,43196,43583,80
35,New Mexico,77,9814,9877,10751,10777,11049,80
36,New York,77,93835,91957,97150,96699,97554,80
37,North Carolina,77,44744,44770,48804,49080,49174,80
38,North Dakota,77,3625,3573,3676,3632,3625,80
39,Ohio,77,58307,57052,61182,61032,61606,80
40,Oklahoma,77,19036,19004,20174,19612,19572,80
41,Oregon,77,18075,17883,19194,19634,20506,80
42,Pennsylvania,77,70868,68417,72494,71856,71569,80
44,Rhode Island,77,5346,5077,5226,5235,5279,80
45,South Carolina,77,22765,22882,24817,24942,25295,80
46,South Dakota,77,4289,4175,4345,4545,4443,80
47,Tennessee,77,30538,30525,32961,33386,33040,80
48,Texas,77,94341,95826,102880,102801,103861,80
49,Utah,77,9101,9217,9932,10044,10110,80
50,Vermont,77,3180,3163,3277,3284,3326,80
51,Virginia,77,34724,34277,36872,37164,38180,80
53,Washington,77,28066,28083,29968,30466,31674,80
54,West Virginia,77,10720,10435,11589,11406,11550,80
55,Wisconsin,77,27784,27071,28916,29358,29642,80
56,Wyoming,77,2414,2476,2645,2613,2703,80
0,United States,78,1402184,1394601,1378456,1473161,1481505,80
1,Alabama,78,23291,23249,23269,24920,24935,80
2,Alaska,78,1608,1699,1728,1842,1867,80
3,Arizona,78,30856,31305,31264,34240,35592,80
5,Arkansas,78,14634,14759,14737,15762,15539,80
6,California,78,146228,147409,147004,156810,158160,80
8,Colorado,78,18555,18692,18608,19986,20419,80
9,Connecticut,78,17309,16874,16490,17194,16840,80
10,Delaware,78,4594,4486,4504,4841,4808,80
11,District of Columbia,78,2221,2274,2180,2268,2237,80
12,Florida,78,118803,118183,116983,126219,129547,80
13,Georgia,78,34456,35078,35282,38348,38835,80
15,Hawaii,78,6827,6705,6372,6797,6570,80
16,Idaho,78,6608,6697,6621,7164,7382,80
17,Illinois,78,55183,54648,53514,57039,57247,80
18,Indiana,78,29009,28915,28135,29921,29960,80
19,Iowa,78,16234,15902,15299,16422,16559,80
20,Kansas,78,13458,13297,12907,13518,13394,80
21,Kentucky,78,19860,19970,19896,21072,21097,80
22,Louisiana,78,19696,19551,19301,20602,20532,80
23,Maine,78,7601,7424,7284,7670,7745,80
24,Maryland,78,24023,24153,23397,24819,25087,80
25,Massachusetts,78,31662,31019,29908,31479,31142,80
26,Michigan,78,47019,45984,44779,48408,48585,80
27,Minnesota,78,23784,23547,23085,24339,24863,80
28,Mississippi,78,13141,13190,13018,14293,14300,80
29,Missouri,78,29714,29605,29265,30478,30377,80
30,Montana,78,4906,4838,4873,5238,5324,80
31,Nebraska,78,9074,8780,8548,9021,8798,80
32,Nevada,78,10703,11011,11214,12048,12570,80
33,New Hampshire,78,6176,6093,5967,6413,6420,80
34,New Jersey,78,42162,40867,39666,41359,41522,80
35,New Mexico,78,9658,9449,9505,10352,10444,80
36,New York,78,91178,90315,88216,93424,92681,80
37,North Carolina,78,42364,42944,42981,46908,47172,80
38,North Dakota,78,3604,3496,3447,3541,3489,80
39,Ohio,78,57281,55782,54705,58654,58568,80
40,Oklahoma,78,17753,18006,18152,19187,18604,80
41,Oregon,78,17634,17424,17296,18509,19016,80
42,Pennsylvania,78,71162,68103,65741,69741,69068,80
44,Rhode Island,78,5053,5098,4860,5023,5036,80
45,South Carolina,78,21168,21845,21987,23831,24016,80
46,South Dakota,78,4265,4126,4044,4254,4392,80
47,Tennessee,78,29429,29276,29334,31531,32068,80
48,Texas,78,90063,90847,92372,99097,98965,80
49,Utah,78,8660,8788,8873,9571,9705,80
50,Vermont,78,3063,3067,3090,3158,3157,80
51,Virginia,78,33228,33390,33000,35433,35715,80
53,Washington,78,27057,27087,27213,28893,29404,80
54,West Virginia,78,10332,10157,10000,11008,10876,80
55,Wisconsin,78,27418,26919,26179,27999,28419,80
56,Wyoming,78,2419,2278,2363,2517,2457,80
0,United States,79,1354913,1343759,1338342,1322661,1414235,80
1,Alabama,79,21936,21902,21941,21901,23584,80
2,Alaska,79,1549,1559,1606,1630,1716,80
3,Arizona,79,29689,29641,30324,30160,33291,80
5,Arkansas,79,13794,13851,13923,13943,14915,80
6,California,79,142599,141282,142439,142322,151663,80
8,Colorado,79,17870,17878,17945,17940,19197,80
9,Connecticut,79,17161,16589,16222,15803,16462,80
10,Delaware,79,4402,4386,4310,4355,4619,80
11,District of Columbia,79,2106,2123,2163,2095,2150,80
12,Florida,79,115054,114298,114326,112931,122529,80
13,Georgia,79,32176,32909,33621,33713,36822,80
15,Hawaii,79,6587,6586,6472,6158,6564,80
16,Idaho,79,6076,6288,6362,6372,6882,80
17,Illinois,79,54694,52768,52311,51299,54608,80
18,Indiana,79,28275,27803,27722,26943,28612,80
19,Iowa,79,15831,15674,15303,14718,15887,80
20,Kansas,79,13098,12875,12753,12469,13003,80
21,Kentucky,79,18891,18807,18909,18888,20035,80
22,Louisiana,79,18667,18692,18545,18248,19572,80
23,Maine,79,7218,7263,7122,6974,7351,80
24,Maryland,79,22920,23009,23145,22459,23772,80
25,Massachusetts,79,31056,30458,29912,28823,30319,80
26,Michigan,79,46239,44828,43880,42783,46203,80
27,Minnesota,79,23001,23066,22770,22393,23534,80
28,Mississippi,79,12626,12505,12549,12323,13629,80
29,Missouri,79,28250,28306,28328,27897,29110,80
30,Montana,79,4766,4719,4660,4728,5073,80
31,Nebraska,79,8822,8731,8415,8186,8655,80
32,Nevada,79,10036,10172,10551,10721,11610,80
33,New Hampshire,79,5879,5908,5876,5752,6140,80
34,New Jersey,79,41227,40352,39146,38058,39712,80
35,New Mexico,79,9059,9181,8930,9044,9873,80
36,New York,79,89252,87314,86242,84458,89207,80
37,North Carolina,79,39421,40740,41264,41303,45071,80
38,North Dakota,79,3474,3503,3374,3336,3413,80
39,Ohio,79,56086,54659,53338,52270,56114,80
40,Oklahoma,79,16879,16901,17240,17255,18290,80
41,Oregon,79,17119,16957,16807,16658,17846,80
42,Pennsylvania,79,70190,68041,65120,62803,66589,80
44,Rhode Island,79,5219,4858,4922,4703,4863,80
45,South Carolina,79,19651,20125,20883,20943,22744,80
46,South Dakota,79,4173,4089,3995,3891,4089,80
47,Tennessee,79,27613,28010,28049,27953,30102,80
48,Texas,79,85810,86441,87379,88835,95107,80
49,Utah,79,8371,8395,8463,8550,9223,80
50,Vermont,79,2960,2920,2945,2963,3025,80
51,Virginia,79,31467,31872,32044,31622,34044,80
53,Washington,79,26370,26028,26148,26192,27735,80
54,West Virginia,79,10023,9744,9598,9436,10444,80
55,Wisconsin,79,27017,26452,25893,25181,26896,80
56,Wyoming,79,2264,2301,2157,2280,2341,80
0,United States,80,1319725,1292479,1283654,1278653,1264072,80
1,Alabama,80,21005,20697,20746,20786,20782,80
2,Alaska,80,1527,1487,1488,1516,1517,80
3,Arizona,80,28656,28382,28647,29130,29131,80
5,Arkansas,80,13107,13061,13097,13126,13166,80
6,California,80,140162,137044,135689,137132,136855,80
8,Colorado,80,17018,17220,17219,17316,17313,80
9,Connecticut,80,16969,16425,15823,15515,15106,80
10,Delaware,80,4096,4159,4208,4128,4166,80
11,District of Columbia,80,2190,1998,2026,2049,1953,80
12,Florida,80,111562,110375,110182,109943,109075,80
13,Georgia,80,30672,30598,31496,32041,32164,80
15,Hawaii,80,6685,6347,6378,6260,5943,80
16,Idaho,80,5921,5851,6090,6181,6134,80
17,Illinois,80,53543,51831,49994,49845,48728,80
18,Indiana,80,27581,26811,26428,26355,25630,80
19,Iowa,80,15609,15150,15040,14604,14131,80
20,Kansas,80,12891,12519,12280,12169,11944,80
21,Kentucky,80,18470,17849,17869,17889,17934,80
22,Louisiana,80,17957,17716,17798,17602,17341,80
23,Maine,80,6863,6829,6896,6745,6583,80
24,Maryland,80,22336,21896,21991,22225,21534,80
25,Massachusetts,80,30457,29680,29267,28696,27595,80
26,Michigan,80,45362,43906,42595,41776,40719,80
27,Minnesota,80,22193,22050,22120,21862,21408,80
28,Mississippi,80,12028,11919,11812,11770,11624,80
29,Missouri,80,27073,26833,26867,26926,26507,80
30,Montana,80,4694,4568,4509,4444,4494,80
31,Nebraska,80,8446,8395,8332,7984,7782,80
32,Nevada,80,9548,9502,9640,9996,10200,80
33,New Hampshire,80,5688,5639,5670,5661,5507,80
34,New Jersey,80,40519,39165,38381,37355,36217,80
35,New Mexico,80,8750,8643,8684,8538,8661,80
36,New York,80,88520,85263,83142,82181,80299,80
37,North Carolina,80,38339,37475,38976,39445,39490,80
38,North Dakota,80,3443,3331,3306,3240,3193,80
39,Ohio,80,54856,53244,51925,50701,49707,80
40,Oklahoma,80,16412,15902,16049,16293,16311,80
41,Oregon,80,16455,16337,16223,16040,15961,80
42,Pennsylvania,80,68943,66971,65003,62085,59948,80
44,Rhode Island,80,5208,4926,4575,4748,4483,80
45,South Carolina,80,18486,18650,19182,19778,19942,80
46,South Dakota,80,4095,4031,3993,3875,3789,80
47,Tennessee,80,26441,26185,26574,26566,26499,80
48,Texas,80,83377,81931,82737,83586,84996,80
49,Utah,80,8021,8066,8079,8178,8237,80
50,Vermont,80,2916,2807,2799,2829,2841,80
51,Virginia,80,30528,30090,30415,30619,30233,80
53,Washington,80,25475,25256,24907,25117,25203,80
54,West Virginia,80,9926,9427,9138,9000,8911,80
55,Wisconsin,80,26495,25879,25184,24722,24017,80
56,Wyoming,80,2211,2163,2185,2085,2168,80
0,United States,81,1212603,1252515,1228370,1219980,1216009,85
1,Alabama,81,19000,19834,19483,19595,19703,85
2,Alaska,81,1313,1408,1396,1391,1405,85
3,Arizona,81,25614,27335,27283,27417,28013,85
5,Arkansas,81,11783,12337,12246,12277,12339,85
6,California,81,126427,133904,130861,129777,131185,85
8,Colorado,81,15682,16208,16535,16496,16604,85
9,Connecticut,81,16046,16116,15619,15083,14769,85
10,Delaware,81,3734,3886,3909,4027,3885,85
11,District of Columbia,81,2046,2046,1844,1868,1919,85
12,Florida,81,103137,106152,105441,105193,105154,85
13,Georgia,81,27752,28897,28958,29771,30431,85
15,Hawaii,81,6187,6387,6131,6118,6027,85
16,Idaho,81,5390,5639,5586,5851,5892,85
17,Illinois,81,49320,50718,48969,47437,47259,85
18,Indiana,81,25743,25972,25251,24912,24971,85
19,Iowa,81,14470,14789,14280,14236,13799,85
20,Kansas,81,11910,12196,11818,11633,11518,85
21,Kentucky,81,16682,17283,16706,16703,16854,85
22,Louisiana,81,16608,16893,16714,16733,16559,85
23,Maine,81,6469,6528,6511,6636,6465,85
24,Maryland,81,20566,21228,20805,20987,21111,85
25,Massachusetts,81,28715,28918,28203,27862,27258,85
26,Michigan,81,41834,42854,41536,40295,39580,85
27,Minnesota,81,20814,21354,21130,21273,20991,85
28,Mississippi,81,11120,11402,11296,11171,11142,85
29,Missouri,81,25155,25640,25551,25484,25535,85
30,Montana,81,4386,4454,4361,4311,4230,85
31,Nebraska,81,8014,8067,8090,7991,7634,85
32,Nevada,81,8366,9027,8950,9114,9500,85
33,New Hampshire,81,5239,5407,5419,5440,5433,85
34,New Jersey,81,37545,38436,37255,36474,35478,85
35,New Mexico,81,7799,8308,8168,8249,8060,85
36,New York,81,82163,84218,80854,79020,78011,85
37,North Carolina,81,35466,36358,35616,37062,37567,85
38,North Dakota,81,3286,3314,3178,3167,3091,85
39,Ohio,81,51014,51831,50415,49080,48046,85
40,Oklahoma,81,14593,15393,14987,15079,15294,85
41,Oregon,81,15231,15576,15545,15387,15242,85
42,Pennsylvania,81,64331,65326,63732,61620,58752,85
44,Rhode Island,81,4962,4929,4682,4452,4541,85
45,South Carolina,81,16886,17397,17676,18095,18742,85
46,South Dakota,81,3816,3901,3795,3788,3685,85
47,Tennessee,81,23973,25018,24735,25125,25105,85
48,Texas,81,74764,79134,78153,78686,79588,85
49,Utah,81,7409,7686,7728,7745,7836,85
50,Vermont,81,2694,2774,2678,2687,2710,85
51,Virginia,81,27816,29108,28594,28793,29134,85
53,Washington,81,23403,24216,24033,23703,23903,85
54,West Virginia,81,9214,9273,8884,8578,8483,85
55,Wisconsin,81,24644,25322,24672,24053,23596,85
56,Wyoming,81,2072,2118,2108,2055,1980,85
0,United States,82,1158352,1143972,1183753,1160857,1153634,85
1,Alabama,82,17965,17662,18464,18026,18311,85
2,Alaska,82,1207,1283,1348,1322,1303,85
3,Arizona,82,23810,24419,26177,25958,26256,85
5,Arkansas,82,11192,11106,11615,11478,11562,85
6,California,82,120232,120175,127458,124864,123529,85
8,Colorado,82,14846,14903,15293,15690,15656,85
9,Connecticut,82,15809,15218,15289,14837,14354,85
10,Delaware,82,3511,3508,3698,3685,3827,85
11,District of Columbia,82,1910,1957,1953,1744,1798,85
12,Florida,82,97919,97893,100925,100236,100302,85
13,Georgia,82,26075,25933,27329,27243,28099,85
15,Hawaii,82,5989,5890,6060,5836,5862,85
16,Idaho,82,5168,5102,5333,5322,5598,85
17,Illinois,82,47321,46497,47715,46171,44643,85
18,Indiana,82,24622,24152,24433,23718,23428,85
19,Iowa,82,14199,13638,13931,13435,13473,85
20,Kansas,82,11470,11315,11618,11226,11031,85
21,Kentucky,82,15892,15595,16222,15662,15702,85
22,Louisiana,82,15735,15572,15895,15639,15682,85
23,Maine,82,6257,6100,6196,6200,6293,85
24,Maryland,82,19894,19431,20000,19743,19866,85
25,Massachusetts,82,27947,27109,27310,26727,26347,85
26,Michigan,82,40675,39347,40397,39171,37927,85
27,Minnesota,82,20285,19718,20289,20085,20183,85
28,Mississippi,82,10459,10282,10582,10478,10423,85
29,Missouri,82,23919,23592,24042,23985,23936,85
30,Montana,82,4118,4118,4194,4118,4093,85
31,Nebraska,82,7645,7531,7562,7630,7524,85
32,Nevada,82,7722,7915,8542,8490,8665,85
33,New Hampshire,82,5049,4962,5105,5189,5153,85
34,New Jersey,82,36041,35482,36340,35248,34525,85
35,New Mexico,82,7316,7337,7899,7702,7768,85
36,New York,82,79110,77545,79502,76329,74429,85
37,North Carolina,82,33620,33478,34449,33732,35134,85
38,North Dakota,82,3111,3088,3078,2978,2944,85
39,Ohio,82,49456,47663,48560,47262,46046,85
40,Oklahoma,82,13791,13575,14398,14069,14147,85
41,Oregon,82,14843,14366,14876,14817,14557,85
42,Pennsylvania,82,63520,60567,61686,60045,58138,85
44,Rhode Island,82,5052,4662,4631,4473,4194,85
45,South Carolina,82,16031,15781,16443,16621,17146,85
46,South Dakota,82,3586,3631,3711,3619,3604,85
47,Tennessee,82,22660,22494,23526,23219,23569,85
48,Texas,82,68916,70483,74711,73692,74472,85
49,Utah,82,6873,7007,7273,7309,7327,85
50,Vermont,82,2618,2530,2592,2527,2527,85
51,Virginia,82,26293,26219,27383,26819,27080,85
53,Washington,82,22213,22265,23023,22734,22497,85
54,West Virginia,82,8771,8567,8606,8254,7984,85
55,Wisconsin,82,23728,23362,24049,23451,22805,85
56,Wyoming,82,1961,1947,2042,2049,1915,85
0,United States,83,1081442,1085393,1073879,1111333,1090465,85
1,Alabama,83,16511,16603,16372,17070,16703,85
2,Alaska,83,1060,1152,1218,1234,1225,85
3,Arizona,83,21714,22263,22892,24562,24455,85
5,Arkansas,83,10602,10342,10248,10768,10677,85
6,California,83,113137,113532,113606,120659,117880,85
8,Colorado,83,13583,14052,14172,14522,14934,85
9,Connecticut,83,14890,14872,14278,14401,13963,85
10,Delaware,83,3209,3284,3308,3528,3490,85
11,District of Columbia,83,1845,1797,1830,1844,1619,85
12,Florida,83,90553,92205,92137,95120,94836,85
13,Georgia,83,23852,24369,24228,25604,25607,85
15,Hawaii,83,5694,5756,5674,5858,5612,85
16,Idaho,83,4805,4798,4791,5043,5006,85
17,Illinois,83,44856,44323,43545,44655,43255,85
18,Indiana,83,22830,22964,22607,22804,22189,85
19,Iowa,83,13395,13427,12882,13168,12764,85
20,Kansas,83,10752,10793,10651,10907,10546,85
21,Kentucky,83,14566,14635,14383,15011,14482,85
22,Louisiana,83,14414,14573,14456,14680,14526,85
23,Maine,83,5739,5867,5719,5796,5853,85
24,Maryland,83,18798,18610,18271,18900,18615,85
25,Massachusetts,83,26616,26313,25599,25853,25296,85
26,Michigan,83,38214,37911,36898,37813,36649,85
27,Minnesota,83,19257,19249,18846,19304,19148,85
28,Mississippi,83,9857,9754,9598,9868,9747,85
29,Missouri,83,22622,22382,22116,22558,22543,85
30,Montana,83,3763,3853,3889,3979,3860,85
31,Nebraska,83,7127,7219,7171,7154,7241,85
32,Nevada,83,7087,7175,7379,7924,7928,85
33,New Hampshire,83,4777,4693,4622,4815,4848,85
34,New Jersey,83,33905,33662,33204,33932,32946,85
35,New Mexico,83,6607,6810,6885,7399,7168,85
36,New York,83,73985,74199,72600,74590,71279,85
37,North Carolina,83,30955,31304,31415,32165,31609,85
38,North Dakota,83,2936,2966,2918,2942,2843,85
39,Ohio,83,46555,46304,44612,45429,44345,85
40,Oklahoma,83,12952,12747,12563,13343,13040,85
41,Oregon,83,14183,13936,13468,14024,14008,85
42,Pennsylvania,83,59696,59294,56643,57774,56350,85
44,Rhode Island,83,4784,4709,4425,4392,4201,85
45,South Carolina,83,14707,14896,14799,15341,15568,85
46,South Dakota,83,3389,3381,3435,3522,3427,85
47,Tennessee,83,20664,21021,20905,21895,21553,85
48,Texas,83,63828,64543,66334,70058,69237,85
49,Utah,83,6383,6420,6560,6861,6875,85
50,Vermont,83,2347,2475,2398,2434,2360,85
51,Virginia,83,24469,24592,24470,25623,25075,85
53,Washington,83,20982,21112,21107,21776,21530,85
54,West Virginia,83,8015,8060,7856,7896,7598,85
55,Wisconsin,83,22293,22358,22057,22661,22069,85
56,Wyoming,83,1682,1838,1839,1874,1887,85
0,United States,84,987026,1005439,1011221,1000403,1036186,85
1,Alabama,84,14641,15213,15306,15071,15780,85
2,Alaska,84,933,964,1070,1101,1111,85
3,Arizona,84,19728,20331,20937,21535,23147,85
5,Arkansas,84,9652,9739,9536,9450,9978,85
6,California,84,105509,106101,106489,106908,113587,85
8,Colorado,84,12490,12817,13188,13419,13626,85
9,Connecticut,84,13681,13788,13857,13322,13480,85
10,Delaware,84,2803,2971,3033,3072,3287,85
11,District of Columbia,84,1696,1702,1633,1700,1698,85
12,Florida,84,81565,84983,86139,86082,89044,85
13,Georgia,84,21517,22047,22765,22489,23923,85
15,Hawaii,84,5196,5376,5455,5377,5538,85
16,Idaho,84,4396,4554,4492,4507,4718,85
17,Illinois,84,40793,41506,40954,40461,41384,85
18,Indiana,84,20993,21143,21287,20988,21162,85
