state,name,age,pop10,pop11,pop12,pop13,pop14,property
0,United States,0,3951330,3963071,3926665,3945610,3948350,10
1,Alabama,0,60026,59219,58621,57651,57854,10
2,Alaska,0,10910,11739,11090,11199,11157,10
3,Arizona,0,87979,84919,84593,85949,85876,10
5,Arkansas,0,38182,38324,38493,38052,37936,10
6,California,0,498284,507363,494548,502983,502993,10
8,Colorado,0,66479,66131,65000,65835,66471,10
9,Connecticut,0,37796,37833,37081,36597,36771,10
10,Delaware,0,10952,11295,11134,10995,11122,10
11,District of Columbia,0,7654,8945,8812,9197,9147,10
12,Florida,0,210560,213792,214764,213888,215254,10
13,Georgia,0,133761,132074,131438,129036,129104,10
15,Hawaii,0,17977,18978,18597,18658,18853,10
16,Idaho,0,23296,22744,22190,22744,22805,10
17,Illinois,0,162716,161046,158756,156692,156134,10
18,Indiana,0,83866,83138,82820,83112,82993,10
19,Iowa,0,38982,37895,38541,38802,38771,10
20,Kansas,0,40811,40068,39571,40344,39922,10
21,Kentucky,0,55350,55154,55111,55416,55075,10
22,Louisiana,0,61771,61620,61595,61556,61601,10
23,Maine,0,12975,12638,12814,12770,12709,10
24,Maryland,0,72015,73754,72938,73030,73284,10
25,Massachusetts,0,71417,73204,72218,72841,73200,10
26,Michigan,0,114295,113555,112732,112548,112448,10
27,Minnesota,0,68824,68679,68325,69445,69399,10
28,Mississippi,0,40202,39310,39116,38012,37872,10
29,Missouri,0,76115,75302,74564,74474,74184,10
30,Montana,0,12126,12001,12056,12212,12269,10
31,Nebraska,0,25969,25655,25721,25890,25903,10
32,Nevada,0,36073,35374,34342,34779,34862,10
33,New Hampshire,0,12855,13180,12548,12644,12561,10
34,New Jersey,0,105414,107214,105020,104664,104144,10
35,New Mexico,0,28188,27857,27090,26972,26870,10
36,New York,0,234064,242486,239032,239724,239804,10
37,North Carolina,0,123434,120758,119269,119911,119904,10
38,North Dakota,0,8870,9288,9956,10357,10788,10
39,Ohio,0,138313,136955,136692,137526,137250,10
40,Oklahoma,0,52120,52169,52000,52678,52631,10
41,Oregon,0,45595,45485,45051,45131,45383,10
42,Pennsylvania,0,141485,142785,141912,142225,141898,10
44,Rhode Island,0,10946,11032,11049,10888,10981,10
45,South Carolina,0,58879,57326,57447,56957,57439,10
46,South Dakota,0,11693,11908,11975,12258,12313,10
47,Tennessee,0,79108,77947,79780,79479,79506,10
48,Texas,0,381215,382588,378986,385906,387632,10
49,Utah,0,52042,51022,49590,51074,50629,10
50,Vermont,0,5933,6067,6104,5998,6023,10
51,Virginia,0,100666,102140,102484,102837,103122,10
53,Washington,0,86627,87440,87351,88548,88662,10
54,West Virginia,0,20162,20363,20581,20568,20347,10
55,Wisconsin,0,68684,67834,67690,66928,66880,10
56,Wyoming,0,7674,7478,7477,7630,7614,10
0,United States,1,3957888,3966510,3978006,3943077,3962123,10
1,Alabama,1,59774,60274,59441,58893,58028,10
2,Alaska,1,10966,10779,11618,10910,11048,10
3,Arizona,1,88803,87541,84624,84484,85845,10
5,Arkansas,1,38580,38275,38426,38594,38151,10
6,California,1,494878,499894,508711,495871,504342,10
8,Colorado,1,67311,66902,66593,65473,66335,10
9,Connecticut,1,38695,38215,38273,37554,37081,10
10,Delaware,1,10903,11072,11403,11233,11092,10
11,District of Columbia,1,6794,7650,8837,8544,8966,10
12,Florida,1,209295,211576,214873,215857,214944,10
13,Georgia,1,133416,134513,132708,132233,129915,10
15,Hawaii,1,17646,17911,18864,18362,18462,10
16,Idaho,1,23907,23127,22635,22120,22721,10
17,Illinois,1,163053,162310,160631,158463,156360,10
18,Indiana,1,84657,84328,83591,83397,83660,10
19,Iowa,1,39543,39174,38091,38788,39007,10
20,Kansas,1,40654,40779,40056,39582,40353,10
21,Kentucky,1,55304,55568,55330,55309,55600,10
22,Louisiana,1,61957,61943,61759,61735,61670,10
23,Maine,1,13316,13064,12740,12932,12872,10
24,Maryland,1,71776,72528,74242,73373,73552,10
25,Massachusetts,1,71616,71840,73638,72631,73225,10
26,Michigan,1,115506,114806,114091,113363,113175,10
27,Minnesota,1,69396,69236,69100,68793,69915,10
28,Mississippi,1,41179,40214,39348,39208,38086,10
29,Missouri,1,76418,76196,75403,74737,74647,10
30,Montana,1,12334,12085,11986,12062,12207,10
31,Nebraska,1,26153,26077,25768,25863,26012,10
32,Nevada,1,36540,35828,35214,34258,34778,10
33,New Hampshire,1,13352,12927,13271,12631,12765,10
34,New Jersey,1,105129,106253,108019,105869,105577,10
35,New Mexico,1,28518,28407,28067,27332,27192,10
36,New York,1,228126,233401,241622,237990,238674,10
37,North Carolina,1,124324,124069,121355,120023,120678,10
38,North Dakota,1,9065,8957,9401,10057,10400,10
39,Ohio,1,140892,138605,137320,137210,138067,10
40,Oklahoma,1,52384,52452,52494,52373,52975,10
41,Oregon,1,46619,45832,45764,45356,45482,10
42,Pennsylvania,1,142802,142281,143605,142690,143046,10
44,Rhode Island,1,11029,10944,11025,11044,10891,10
45,South Carolina,1,59661,58834,57331,57548,57076,10
46,South Dakota,1,11769,11747,11964,12043,12291,10
47,Tennessee,1,79638,79391,78237,80150,79722,10
48,Texas,1,380326,384932,386203,382684,389728,10
49,Utah,1,52687,51654,50676,49319,50858,10
50,Vermont,1,6130,5984,6125,6167,6053,10
51,Virginia,1,99660,101319,102691,103025,103214,10
53,Washington,1,87316,87744,88551,88506,89670,10
54,West Virginia,1,20351,20217,20435,20641,20610,10
55,Wisconsin,1,69806,69202,68368,68297,67497,10
56,Wyoming,1,7934,7653,7488,7500,7608,10
0,United States,2,4090862,3971573,3979952,3992690,3957772,10
1,Alabama,2,62057,59912,60226,59382,58953,10
2,Alaska,2,11016,10871,10639,11522,10713,10
3,Arizona,2,92748,88161,87909,85034,85064,10
5,Arkansas,2,39953,38737,38481,38628,38827,10
6,California,2,514429,496372,500581,509547,496348,10
8,Colorado,2,69419,67739,67563,67259,66169,10
9,Connecticut,2,40538,38992,38506,38585,37861,10
10,Delaware,2,11286,10922,11218,11532,11347,10
11,District of Columbia,2,6668,6652,7729,8784,8372,10
12,Florida,2,217898,210542,213438,216716,217766,10
13,Georgia,2,139074,134105,135041,133236,132990,10
15,Hawaii,2,17770,17694,17824,18744,18117,10
16,Idaho,2,24682,23828,23118,22685,22211,10
17,Illinois,2,168631,162789,161874,160245,158115,10
18,Indiana,2,87589,84809,84447,83778,83634,10
19,Iowa,2,40965,39728,39400,38337,39077,10
20,Kansas,2,41644,40636,40968,40202,39784,10
21,Kentucky,2,57278,55368,55494,55254,55238,10
22,Louisiana,2,64141,62168,61993,61784,61775,10
23,Maine,2,13875,13389,13166,12854,13051,10
24,Maryland,2,74023,72421,72966,74678,73825,10
25,Massachusetts,2,74165,71859,72204,74027,72928,10
26,Michigan,2,119451,115830,115096,114456,113750,10
27,Minnesota,2,72056,69753,69558,69482,69150,10
28,Mississippi,2,43113,41049,40061,39259,39143,10
29,Missouri,2,78924,76210,75992,75231,74602,10
30,Montana,2,12579,12360,12139,12064,12147,10
31,Nebraska,2,26741,26204,26203,25902,26007,10
32,Nevada,2,38214,36360,35872,35332,34452,10
33,New Hampshire,2,13923,13415,12985,13348,12703,10
34,New Jersey,2,109067,105799,106757,108616,106408,10
35,New Mexico,2,29618,28540,28365,28043,27301,10
36,New York,2,233054,227795,232449,240620,236580,10
37,North Carolina,2,127854,124939,124063,121446,120244,10
38,North Dakota,2,9045,9182,9181,9641,10239,10
39,Ohio,2,144807,140985,138736,137586,137573,10
40,Oklahoma,2,53570,52693,52922,52988,52808,10
41,Oregon,2,48243,46748,46040,46013,45662,10
42,Pennsylvania,2,147314,143400,142714,144025,143081,10
44,Rhode Island,2,11624,11024,10936,11028,11061,10
45,South Carolina,2,61273,59794,59112,57662,57999,10
46,South Dakota,2,12179,11836,11770,12008,12034,10
47,Tennessee,2,82980,79992,80065,78895,80822,10
48,Texas,2,390986,384205,389235,390551,387232,10
49,Utah,2,53417,52394,51380,50464,49147,10
50,Vermont,2,6458,6166,5978,6137,6171,10
51,Virginia,2,103363,100413,101864,103199,103381,10
53,Washington,2,89535,88396,88279,89183,89089,10
54,West Virginia,2,21216,20383,20281,20494,20689,10
55,Wisconsin,2,72205,70131,69465,68677,68626,10
56,Wyoming,2,8204,7883,7669,7527,7506,10
0,United States,3,4111920,4102501,3983049,3992425,4005190,10
1,Alabama,3,62088,62094,59910,60232,59449,10
2,Alaska,3,10815,10993,10805,10531,11413,10
3,Arizona,3,93571,92010,88539,88195,85368,10
5,Arkansas,3,40649,40125,38835,38291,38481,10
6,California,3,515913,515636,497376,501430,510260,10
8,Colorado,3,70323,69725,68192,67910,67645,10
9,Connecticut,3,41589,40781,39244,38696,38784,10
10,Delaware,3,11308,11273,10945,11225,11523,10
11,District of Columbia,3,6344,6719,6725,7782,8714,10
12,Florida,3,219222,219186,212358,215337,218654,10
13,Georgia,3,140213,139641,134685,135592,133811,10
15,Hawaii,3,17396,17846,17686,17696,18597,10
16,Idaho,3,24776,24581,23813,23112,22744,10
17,Illinois,3,169713,168071,162186,161321,159663,10
18,Indiana,3,88701,87869,85015,84871,84197,10
19,Iowa,3,41257,41006,39860,39652,38605,10
20,Kansas,3,41461,41561,40675,40738,39973,10
21,Kentucky,3,57523,57293,55122,55343,55082,10
22,Louisiana,3,64328,64282,62297,61956,61750,10
23,Maine,3,14276,13964,13461,13214,12909,10
24,Maryland,3,74066,74448,72662,73260,75016,10
25,Massachusetts,3,74606,74486,72092,72493,74279,10
26,Michigan,3,121680,119676,116044,115691,115039,10
27,Minnesota,3,72713,72347,69947,70068,69972,10
28,Mississippi,3,43860,43156,40925,39979,39193,10
29,Missouri,3,79192,78690,76165,75826,75090,10
30,Montana,3,12851,12677,12482,12301,12234,10
31,Nebraska,3,26562,26809,26320,26255,25955,10
32,Nevada,3,38172,38081,36351,36127,35645,10
33,New Hampshire,3,14428,13924,13423,13002,13391,10
34,New Jersey,3,110588,109528,106102,107167,109009,10
35,New Mexico,3,29511,29753,28268,28129,27786,10
36,New York,3,232623,232954,227169,231652,239574,10
37,North Carolina,3,128511,128538,125197,124468,121904,10
38,North Dakota,3,8934,9136,9369,9471,9915,10
39,Ohio,3,146907,144871,140958,139192,138135,10
40,Oklahoma,3,53754,53931,52948,53517,53484,10
41,Oregon,3,48451,48389,46765,46280,46333,10
42,Pennsylvania,3,148280,147750,143789,142792,144165,10
44,Rhode Island,3,11652,11631,10945,10933,11038,10
45,South Carolina,3,61991,61365,60021,59411,58030,10
46,South Dakota,3,12185,12185,11878,11914,12127,10
47,Tennessee,3,83030,83245,80656,80498,79294,10
48,Texas,3,390689,394369,387933,392963,394377,10
49,Utah,3,53072,53242,52271,51252,50373,10
50,Vermont,3,6657,6465,6174,6003,6165,10
51,Virginia,3,103595,104064,100938,102064,103250,10
53,Washington,3,89186,90326,88839,88922,89847,10
54,West Virginia,3,21204,21253,20506,20346,20568,10
55,Wisconsin,3,73254,72343,70274,69509,68738,10
56,Wyoming,3,8250,8213,7909,7816,7642,10
0,United States,4,4077552,4122303,4112638,3994047,4003448,10
1,Alabama,4,61091,62092,62035,59911,60421,10
2,Alaska,4,10585,10774,10921,10731,10377,10
3,Arizona,4,91913,92941,92294,88951,88735,10
5,Arkansas,4,39979,40641,40032,38762,38226,10
6,California,4,509502,517530,516501,497565,501784,10
8,Colorado,4,70045,70679,70137,68528,68311,10
9,Connecticut,4,42395,41885,41080,39520,38940,10
10,Delaware,4,11398,11311,11286,10998,11267,10
11,District of Columbia,4,5899,6314,6759,6757,7695,10
12,Florida,4,217212,220827,221542,214222,217731,10
13,Georgia,4,139531,141036,140048,135322,136855,10
15,Hawaii,4,16921,17423,17803,17624,17451,10
16,Idaho,4,24536,24695,24436,23821,23351,10
17,Illinois,4,169648,169190,167552,161488,160413,10
18,Indiana,4,88055,88761,87681,85473,85003,10
19,Iowa,4,40957,41371,41043,40024,39880,10
20,Kansas,4,41124,41404,41607,40408,40575,10
21,Kentucky,4,56984,57619,57297,54928,55238,10
22,Louisiana,4,62464,64560,64139,62219,61838,10
23,Maine,4,14487,14259,14015,13485,13238,10
24,Maryland,4,73146,74497,74959,73142,74077,10
25,Massachusetts,4,74722,74922,74878,72410,72423,10
26,Michigan,4,122431,121631,119732,116409,115880,10
27,Minnesota,4,71780,72918,72393,70177,70207,10
28,Mississippi,4,42173,43745,43039,40739,39814,10
29,Missouri,4,79024,78995,78429,76160,75795,10
30,Montana,4,12469,12815,12692,12557,12337,10
31,Nebraska,4,26395,26709,26864,26377,26301,10
32,Nevada,4,37448,37830,38122,36600,36660,10
33,New Hampshire,4,14706,14466,13908,13465,13125,10
34,New Jersey,4,110544,110882,109756,106318,107381,10
35,New Mexico,4,29185,29489,29616,28032,27984,10
36,New York,4,230216,232209,231878,226049,229959,10
37,North Carolina,4,127579,129103,128784,125574,124746,10
38,North Dakota,4,8750,9070,9447,9644,9674,10
39,Ohio,4,147094,146821,144778,141398,139551,10
40,Oklahoma,4,52815,54018,54251,53486,53576,10
41,Oregon,4,47843,48624,48376,47033,46603,10
42,Pennsylvania,4,148403,148513,147870,143921,142894,10
44,Rhode Island,4,11905,11575,11551,10943,10925,10
45,South Carolina,4,60291,62007,61646,60261,59975,10
46,South Dakota,4,11891,12214,12247,11944,11845,10
47,Tennessee,4,82521,83340,83929,81073,81087,10
48,Texas,4,388492,394247,398277,391626,397244,10
49,Utah,4,52096,52848,53055,52276,51124,10
50,Vermont,4,6591,6680,6476,6188,6005,10
51,Virginia,4,103029,104075,104572,101297,101926,10
53,Washington,4,87288,89900,90773,89375,89302,10
54,West Virginia,4,21013,21236,21336,20443,20271,10
55,Wisconsin,4,72997,73391,72513,70418,69627,10
56,Wyoming,4,7989,8221,8283,7975,7801,10
0,United States,5,4064653,4087713,4132210,4123408,4004858,10
1,Alabama,5,60656,61317,62105,61971,60219,10
2,Alaska,5,10291,10559,10700,10761,10536,10
3,Arizona,5,91152,91303,93412,92693,89584,10
5,Arkansas,5,39628,40070,40741,40045,38748,10
6,California,5,506289,510491,518235,516904,497786,10
8,Colorado,5,70109,70519,70968,70618,68921,10
9,Connecticut,5,43181,42562,42117,41168,39590,10
10,Delaware,5,11310,11347,11405,11314,11043,10
11,District of Columbia,5,5569,5872,6315,6682,6685,10
12,Florida,5,215681,219116,223355,224084,217220,10
13,Georgia,5,138673,140151,141480,140685,136509,10
15,Hawaii,5,16902,16897,17431,17823,17479,10
16,Idaho,5,24566,24516,24721,24558,24078,10
17,Illinois,5,170238,169245,168556,166880,160525,10
18,Indiana,5,88044,88210,88787,88102,85603,10
19,Iowa,5,40418,41088,41420,41290,40168,10
20,Kansas,5,40866,41028,41494,41523,40082,10
21,Kentucky,5,56729,56992,57478,57258,54744,10
22,Louisiana,5,61646,62561,64543,64087,62019,10
23,Maine,5,14688,14529,14305,14018,13557,10
24,Maryland,5,72899,73590,74886,75366,73855,10
25,Massachusetts,5,75424,74914,75131,75154,72560,10
26,Michigan,5,123664,122367,121803,119968,116553,10
27,Minnesota,5,71867,71908,72875,72640,70441,10
28,Mississippi,5,41461,42101,43578,42839,40630,10
29,Missouri,5,78343,78988,78823,78498,76020,10
30,Montana,5,12273,12518,12868,12776,12664,10
31,Nebraska,5,26307,26463,26707,26861,26397,10
32,Nevada,5,36787,37112,37842,38235,37009,10
33,New Hampshire,5,14918,14703,14383,13949,13512,10
34,New Jersey,5,111459,110675,110948,109694,106407,10
35,New Mexico,5,29041,29266,29363,29312,27571,10
36,New York,5,230662,229900,231227,230627,224161,10
37,North Carolina,5,126563,128092,129542,129336,126215,10
38,North Dakota,5,8521,8858,9344,9719,9798,10
39,Ohio,5,146389,146994,146626,144982,141933,10
40,Oklahoma,5,52511,52927,54210,54476,53617,10
41,Oregon,5,47336,47818,48596,48321,47257,10
42,Pennsylvania,5,148485,148966,148782,148127,143945,10
44,Rhode Island,5,11972,11875,11543,11588,10942,10
45,South Carolina,5,59351,60454,62447,61890,60673,10
46,South Dakota,5,11708,11953,12225,12313,11900,10
47,Tennessee,5,81923,82750,83832,84301,81504,10
48,Texas,5,388516,391918,397672,401922,395842,10
49,Utah,5,51648,51989,52723,53132,52285,10
50,Vermont,5,6729,6596,6720,6506,6190,10
51,Virginia,5,102704,103598,104555,105086,101142,10
53,Washington,5,86726,87929,90296,91203,89857,10
54,West Virginia,5,21024,20993,21281,21305,20347,10
55,Wisconsin,5,73013,73138,73552,72471,70551,10
56,Wyoming,5,7793,7987,8262,8347,7984,10
0,United States,6,4073013,4074979,4097780,4143094,4134352,10
1,Alabama,6,60740,60773,61204,62114,62116,10
2,Alaska,6,10283,10290,10554,10571,10640,10
3,Arizona,6,90960,90523,91720,93685,93286,10
5,Arkansas,6,39455,39730,40141,40588,40033,10
6,California,6,502447,507394,510801,518622,516713,10
8,Colorado,6,70596,70457,70794,71344,70967,10
9,Connecticut,6,44081,43468,42886,42272,41360,10
10,Delaware,6,11388,11259,11379,11381,11343,10
11,District of Columbia,6,5372,5562,5874,6384,6640,10
12,Florida,6,213921,217440,221535,226040,227018,10
13,Georgia,6,138521,139099,140554,142099,141802,10
15,Hawaii,6,16960,17002,16978,17396,17624,10
16,Idaho,6,24397,24569,24527,24785,24829,10
17,Illinois,6,172082,169773,168666,167975,165901,10
18,Indiana,6,89049,88122,88125,89187,88344,10
19,Iowa,6,40391,40372,41094,41530,41459,10
20,Kansas,6,40805,40789,40980,41299,41406,10
21,Kentucky,6,56912,56849,56882,57281,57008,10
22,Louisiana,6,61343,61646,62543,64362,63957,10
23,Maine,6,14722,14709,14530,14275,14034,10
24,Maryland,6,73290,73286,74106,75248,75892,10
25,Massachusetts,6,76781,75867,75130,75467,75291,10
26,Michigan,6,126049,123553,122414,122041,120068,10
27,Minnesota,6,72393,72088,72025,73184,72745,10
28,Mississippi,6,41087,41435,42032,43419,42826,10
29,Missouri,6,78346,78161,78726,78781,78448,10
30,Montana,6,12187,12313,12572,13048,12847,10
31,Nebraska,6,26240,26332,26567,26768,26861,10
32,Nevada,6,36701,36739,37173,38210,38832,10
33,New Hampshire,6,15244,14906,14744,14482,14067,10
34,New Jersey,6,113012,111646,110831,111132,109721,10
35,New Mexico,6,28738,29118,29096,29227,29027,10
36,New York,6,232314,230705,229324,230466,229386,10
37,North Carolina,6,126698,127162,128524,130056,129798,10
38,North Dakota,6,8327,8593,9038,9708,9908,10
39,Ohio,6,148419,146170,147040,146753,145353,10
40,Oklahoma,6,52412,52671,53191,54607,54556,10
41,Oregon,6,47587,47360,47921,48650,48680,10
42,Pennsylvania,6,150317,148882,149294,148819,148173,10
44,Rhode Island,6,12111,11924,11858,11543,11549,10
45,South Carolina,6,59009,59471,60682,62579,62456,10
46,South Dakota,6,11500,11675,11939,12279,12257,10
47,Tennessee,6,82319,82053,83210,84194,84792,10
48,Texas,6,387630,391865,395270,400831,406018,10
49,Utah,6,50927,51694,51976,52841,53101,10
50,Vermont,6,6891,6716,6599,6749,6511,10
51,Virginia,6,102961,103348,104052,104977,105010,10
53,Washington,6,86339,87475,88400,90786,91645,10
54,West Virginia,6,21175,21041,21070,21191,21271,10
55,Wisconsin,6,73963,73160,73190,73589,72533,10
56,Wyoming,6,7621,7744,8019,8279,8250,10
0,United States,7,4043047,4083240,4084964,4108615,4154000,10
1,Alabama,7,60613,61014,60787,61296,62265,10
2,Alaska,7,10185,10266,10275,10514,10352,10
3,Arizona,7,90504,90011,91010,92184,94257,10
5,Arkansas,7,39104,39514,39772,40097,40491,10
6,California,7,498261,503807,508155,511293,518757,10
8,Colorado,7,70050,70951,70721,71411,71739,10
9,Connecticut,7,44256,44346,43715,43097,42382,10
10,Delaware,7,11283,11402,11303,11348,11389,10
11,District of Columbia,7,5070,5286,5578,5870,6315,10
12,Florida,7,213026,214812,219881,224025,229167,10
13,Georgia,7,137600,139054,139580,140950,143139,10
15,Hawaii,7,16736,17076,17006,17063,17303,10
16,Idaho,7,24144,24392,24655,24547,25085,10
17,Illinois,7,170751,171524,169212,167990,167073,10
18,Indiana,7,88141,89151,88184,88450,89522,10
19,Iowa,7,39972,40520,40440,41228,41695,10
20,Kansas,7,40567,40751,40757,40743,40976,10
21,Kentucky,7,56186,57048,56685,56751,57198,10
22,Louisiana,7,60589,61359,61665,62472,64117,10
23,Maine,7,14596,14784,14738,14505,14275,10
24,Maryland,7,72492,73606,73629,74415,75770,10
25,Massachusetts,7,77156,77175,76211,75660,75699,10
26,Michigan,7,125668,125855,123569,122654,122129,10
27,Minnesota,7,70818,72550,72165,72270,73335,10
28,Mississippi,7,40467,41098,41331,41715,43312,10
29,Missouri,7,77482,78284,77886,78699,78759,10
30,Montana,7,12074,12254,12345,12645,13126,10
31,Nebraska,7,25756,26256,26363,26551,26748,10
32,Nevada,7,36283,36564,36633,37336,38679,10
33,New Hampshire,7,15551,15266,14924,14778,14550,10
34,New Jersey,7,112388,113330,111808,110962,111430,10
35,New Mexico,7,28428,28789,28927,28806,28795,10
36,New York,7,231970,232360,230264,228948,229297,10
37,North Carolina,7,125571,127563,127651,129014,130534,10
38,North Dakota,7,8008,8373,8805,9371,9895,10
39,Ohio,7,147763,148348,146097,147221,147075,10
40,Oklahoma,7,51659,52546,52841,53367,54550,10
41,Oregon,7,47237,47708,47444,47932,48946,10
42,Pennsylvania,7,149952,150761,149064,149222,148922,10
44,Rhode Island,7,12036,12160,11896,11856,11539,10
45,South Carolina,7,58418,59151,59756,60969,63155,10
46,South Dakota,7,11089,11485,11696,12002,12247,10
47,Tennessee,7,81821,82669,82382,83711,84590,10
48,Texas,7,384939,391014,395179,398660,404886,10
49,Utah,7,50315,51024,51657,52059,52876,10
50,Vermont,7,7006,6900,6755,6610,6770,10
51,Virginia,7,101915,103444,103910,104327,104877,10
53,Washington,7,85347,86697,87629,88696,90943,10
54,West Virginia,7,21192,21183,21045,20993,21222,10
55,Wisconsin,7,73113,74096,73161,73246,73585,10
56,Wyoming,7,7499,7663,7822,8086,8262,10
0,United States,8,4025604,4053206,4093213,4095827,4119524,10
1,Alabama,8,61070,60675,61067,60823,61528,10
2,Alaska,8,10111,10175,10225,10157,10418,10
3,Arizona,8,89151,90047,90085,91359,92781,10
5,Arkansas,8,38810,39215,39476,39721,39952,10
6,California,8,492265,499194,504499,508668,511339,10
8,Colorado,8,68625,70296,71212,71051,71939,10
9,Connecticut,8,44677,44429,44491,43765,43084,10
10,Delaware,8,11059,11290,11444,11329,11409,10
11,District of Columbia,8,5045,5017,5323,5641,5811,10
12,Florida,8,214597,215019,216703,222503,227040,10
13,Georgia,8,138094,137879,139274,140144,141870,10
15,Hawaii,8,16127,16802,17183,17103,16862,10
16,Idaho,8,23884,24051,24321,24761,24771,10
17,Illinois,8,170380,170304,171094,168599,167057,10
18,Indiana,8,87988,88114,89122,88429,88551,10
19,Iowa,8,39685,39999,40609,40494,41347,10
20,Kansas,8,39767,40626,40718,40512,40551,10
21,Kentucky,8,55688,56196,56900,56503,56687,10
22,Louisiana,8,60425,60711,61327,61499,62346,10
23,Maine,8,14688,14664,14771,14745,14541,10
24,Maryland,8,72672,72927,74002,73936,75070,10
25,Massachusetts,8,76886,77512,77502,76695,75766,10
26,Michigan,8,126918,125586,125974,123819,122779,10
27,Minnesota,8,69481,70870,72652,72397,72452,10
28,Mississippi,8,40281,40431,40990,41237,41686,10
29,Missouri,8,76944,77422,78211,77865,78698,10
30,Montana,8,12038,12170,12292,12479,12776,10
31,Nebraska,8,25418,25806,26330,26367,26575,10
32,Nevada,8,36020,36086,36676,36881,37803,10
33,New Hampshire,8,15724,15546,15334,14987,14862,10
34,New Jersey,8,112050,112842,113624,111982,111174,10
35,New Mexico,8,28477,28452,28708,28742,28496,10
36,New York,8,231230,232171,232379,229928,228161,10
37,North Carolina,8,126080,126161,128303,128228,129641,10
38,North Dakota,8,7769,8130,8569,9124,9565,10
39,Ohio,8,148853,147645,148285,146335,147378,10
40,Oklahoma,8,51543,51767,52623,53334,53517,10
41,Oregon,8,46865,47306,47721,47519,48227,10
42,Pennsylvania,8,149638,150358,151032,149113,149402,10
44,Rhode Island,8,12068,12050,12221,11887,11872,10
45,South Carolina,8,58610,58656,59423,60013,61415,10
46,South Dakota,8,10734,11041,11484,11778,11960,10
47,Tennessee,8,81916,81992,82877,82478,83965,10
48,Texas,8,381887,387711,394293,398114,402292,10
49,Utah,8,48772,50449,51025,51813,52082,10
50,Vermont,8,6876,7038,6901,6795,6607,10
51,Virginia,8,101366,102579,103853,104277,104259,10
53,Washington,8,84709,85862,87090,87959,88953,10
54,West Virginia,8,21176,21197,21256,21070,20994,10
55,Wisconsin,8,73193,73201,74065,73085,73195,10
56,Wyoming,8,7274,7539,7674,7784,8018,10
0,United States,9,4125415,4035769,4063193,4104133,4106832,10
1,Alabama,9,64204,61273,60707,61200,60922,10
2,Alaska,9,10198,10058,10133,10181,9987,10
3,Arizona,9,91527,88636,90407,90085,91801,10
5,Arkansas,9,39916,38901,39299,39364,39659,10
6,California,9,505795,493468,499937,505390,509275,10
8,Colorado,9,69497,69075,70537,71498,71425,10
9,Connecticut,9,45671,44867,44621,44715,43750,10
10,Delaware,9,11389,11053,11301,11468,11325,10
11,District of Columbia,9,5102,4983,5050,5376,5637,10
12,Florida,9,221989,216508,217381,218405,225667,10
13,Georgia,9,141538,138436,138484,139982,141223,10
15,Hawaii,9,16562,16093,16755,17206,17015,10
16,Idaho,9,24256,23949,24086,24406,24990,10
17,Illinois,9,173992,169964,169954,170530,167770,10
18,Indiana,9,90609,88113,88093,89361,88539,10
19,Iowa,9,40361,39706,40025,40701,40580,10
20,Kansas,9,40628,39699,40512,40571,40240,10
21,Kentucky,9,57279,55799,56223,56787,56343,10
22,Louisiana,9,62390,60462,60759,61342,61431,10
23,Maine,9,15155,14673,14665,14780,14774,10
24,Maryland,9,75146,72975,73124,74312,74391,10
25,Massachusetts,9,78593,77197,77975,77975,77006,10
26,Michigan,9,131888,126751,125456,126050,123888,10
27,Minnesota,9,70919,69543,71040,72870,72529,10
28,Mississippi,9,41954,40269,40303,40773,41087,10
29,Missouri,9,79179,76986,77235,78155,77830,10
30,Montana,9,12221,12113,12235,12364,12547,10
31,Nebraska,9,25485,25406,25893,26386,26383,10
32,Nevada,9,36891,35920,36187,37061,37324,10
33,New Hampshire,9,15994,15731,15548,15371,15061,10
34,New Jersey,9,114798,112280,113017,113758,112117,10
35,New Mexico,9,28824,28553,28165,28509,28468,10
36,New York,9,235650,231466,231916,232110,229158,10
37,North Carolina,9,130287,126852,126883,128648,128707,10
38,North Dakota,9,7756,7874,8295,8792,9227,10
39,Ohio,9,153838,148576,147518,148519,146395,10
40,Oklahoma,9,51743,51724,51987,53126,53409,10
41,Oregon,9,47930,46941,47313,47583,47774,10
42,Pennsylvania,9,153844,150246,150621,151291,149241,10
44,Rhode Island,9,12181,12092,11996,12195,11900,10
45,South Carolina,9,60318,58766,58981,59854,60512,10
46,South Dakota,9,10799,10707,11077,11569,11784,10
47,Tennessee,9,83848,82345,82511,83264,82835,10
48,Texas,9,387880,384682,390479,397450,401808,10
49,Utah,9,48666,48700,50409,51086,51852,10
50,Vermont,9,7009,6908,7036,6879,6804,10
51,Virginia,9,103482,101812,103046,104278,104472,10
53,Washington,9,86951,85029,86119,87534,88262,10
54,West Virginia,9,21467,21201,21283,21201,21037,10
55,Wisconsin,9,74623,73141,73098,74095,72939,10
56,Wyoming,9,7193,7267,7518,7727,7732,10
0,United States,10,4187063,4135617,4045840,4074206,4115254,10
1,Alabama,10,65318,64353,61471,60776,61414,10
2,Alaska,10,10519,10136,9999,10049,9970,10
3,Arizona,10,92364,91196,89093,90738,90290,10
5,Arkansas,10,40450,39984,38878,39278,39366,10
6,California,10,513264,506308,493897,500394,505790,10
8,Colorado,10,69456,69757,69196,70811,71896,10
9,Connecticut,10,47133,46003,45085,44700,44889,10
