DIVISION,STATE,NAME,SEX,AGE,POPEST2014_CIV
0,0,United States,0,0,3948350
0,0,United States,0,1,3962123
0,0,United States,0,2,3957772
0,0,United States,0,3,4005190
0,0,United States,0,4,4003448
0,0,United States,0,5,4004858
0,0,United States,0,6,4134352
0,0,United States,0,7,4154000
0,0,United States,0,8,4119524
0,0,United States,0,9,4106832
0,0,United States,0,10,4115254
0,0,United States,0,11,4085636
0,0,United States,0,12,4068790
0,0,United States,0,13,4169346
0,0,United States,0,14,4232480
0,0,United States,0,15,4163723
0,0,United States,0,16,4167234
0,0,United States,0,17,4184077
0,0,United States,0,18,4209973
0,0,United States,0,19,4274100
0,0,United States,0,20,4353919
0,0,United States,0,21,4418106
0,0,United States,0,22,4537358
0,0,United States,0,23,4625145
0,0,United States,0,24,4622549
0,0,United States,0,25,4445674
0,0,United States,0,26,4345824
0,0,United States,0,27,4276071
0,0,United States,0,28,4298220
0,0,United States,0,29,4337242
0,0,United States,0,30,4204555
0,0,United States,0,31,4274545
0,0,United States,0,32,4279181
0,0,United States,0,33,4238291
0,0,United States,0,34,4327332
0,0,United States,0,35,4060723
0,0,United States,0,36,3983377
0,0,United States,0,37,3944638
0,0,United States,0,38,3831675
0,0,United States,0,39,3954384
0,0,United States,0,40,3834416
0,0,United States,0,41,3896141
0,0,United States,0,42,4076296
0,0,United States,0,43,4313988
0,0,United States,0,44,4373174
0,0,United States,0,45,4148659
0,0,United States,0,46,4065488
0,0,United States,0,47,4072981
0,0,United States,0,48,4151130
0,0,United States,0,49,4402564
0,0,United States,0,50,4486171
0,0,United States,0,51,4484514
0,0,United States,0,52,4477147
0,0,United States,0,53,4533392
0,0,United States,0,54,4572917
0,0,United States,0,55,4420322
0,0,United States,0,56,4394523
0,0,United States,0,57,4346438
0,0,United States,0,58,4191151
0,0,United States,0,59,4155005
0,0,United States,0,60,3985150
0,0,United States,0,61,3834276
0,0,United States,0,62,3685772
0,0,United States,0,63,3572353
0,0,United States,0,64,3488075
0,0,United States,0,65,3384449
0,0,United States,0,66,3347776
0,0,United States,0,67,3485502
0,0,United States,0,68,2572527
0,0,United States,0,69,2535012
0,0,United States,0,70,2466485
0,0,United States,0,71,2519748
0,0,United States,0,72,2194234
0,0,United States,0,73,2002191
0,0,United States,0,74,1890366
0,0,United States,0,75,1774697
0,0,United States,0,76,1694648
0,0,United States,0,77,1557239
0,0,United States,0,78,1481505
0,0,United States,0,79,1414235
0,0,United States,0,80,1264072
0,0,United States,0,81,1216009
0,0,United States,0,82,1153634
0,0,United States,0,83,1090465
0,0,United States,0,84,1036186
0,0,United States,0,85,6162231
0,0,United States,0,999,317631125
0,0,United States,1,0,2017857
0,0,United States,1,1,2023253
0,0,United States,1,2,2022502
0,0,United States,1,3,2048618
0,0,United States,1,4,2043498
0,0,United States,1,5,2043467
0,0,United States,1,6,2110328
0,0,United States,1,7,2122240
0,0,United States,1,8,2105122
0,0,United States,1,9,2097272
0,0,United States,1,10,2099874
0,0,United States,1,11,2083687
0,0,United States,1,12,2075243
0,0,United States,1,13,2128187
0,0,United States,1,14,2164228
0,0,United States,1,15,2128424
0,0,United States,1,16,2130938
0,0,United States,1,17,2138356
0,0,United States,1,18,2152330
0,0,United States,1,19,2176832
0,0,United States,1,20,2214800
0,0,United States,1,21,2250405
0,0,United States,1,22,2304963
0,0,United States,1,23,2338690
0,0,United States,1,24,2333175
0,0,United States,1,25,2242665
0,0,United States,1,26,2189492
0,0,United States,1,27,2152996
0,0,United States,1,28,2162102
0,0,United States,1,29,2175700
0,0,United States,1,30,2101329
0,0,United States,1,31,2132843
0,0,United States,1,32,2131589
0,0,United States,1,33,2108839
0,0,United States,1,34,2162330
0,0,United States,1,35,2019067
0,0,United States,1,36,1978529
0,0,United States,1,37,1953898
0,0,United States,1,38,1898939
0,0,United States,1,39,1964072
0,0,United States,1,40,1896789
0,0,United States,1,41,1921390
0,0,United States,1,42,2014219
0,0,United States,1,43,2131605
0,0,United States,1,44,2170755
0,0,United States,1,45,2056188
0,0,United States,1,46,2013434
0,0,United States,1,47,2011428
0,0,United States,1,48,2051541
0,0,United States,1,49,2174328
0,0,United States,1,50,2207130
0,0,United States,1,51,2201906
0,0,United States,1,52,2195581
0,0,United States,1,53,2217669
0,0,United States,1,54,2241310
0,0,United States,1,55,2157203
0,0,United States,1,56,2139953
0,0,United States,1,57,2109557
0,0,United States,1,58,2027481
0,0,United States,1,59,2006583
0,0,United States,1,60,1913854
0,0,United States,1,61,1836958
0,0,United States,1,62,1763466
0,0,United States,1,63,1701803
0,0,United States,1,64,1661418
0,0,United States,1,65,1607688
0,0,United States,1,66,1589127
0,0,United States,1,67,1653257
0,0,United States,1,68,1211480
0,0,United States,1,69,1187554
0,0,United States,1,70,1149247
0,0,United States,1,71,1169356
0,0,United States,1,72,1010896
0,0,United States,1,73,913008
0,0,United States,1,74,857432
0,0,United States,1,75,803434
0,0,United States,1,76,758378
0,0,United States,1,77,689822
0,0,United States,1,78,649209
0,0,United States,1,79,610723
0,0,United States,1,80,540032
0,0,United States,1,81,511090
0,0,United States,1,82,476976
0,0,United States,1,83,442449
0,0,United States,1,84,411265
0,0,United States,1,85,2108869
0,0,United States,1,999,155903520
0,0,United States,2,0,1930493
0,0,United States,2,1,1938870
0,0,United States,2,2,1935270
0,0,United States,2,3,1956572
0,0,United States,2,4,1959950
0,0,United States,2,5,1961391
0,0,United States,2,6,2024024
0,0,United States,2,7,2031760
0,0,United States,2,8,2014402
0,0,United States,2,9,2009560
0,0,United States,2,10,2015380
0,0,United States,2,11,2001949
0,0,United States,2,12,1993547
0,0,United States,2,13,2041159
0,0,United States,2,14,2068252
0,0,United States,2,15,2035299
0,0,United States,2,16,2036296
0,0,United States,2,17,2045721
0,0,United States,2,18,2057643
0,0,United States,2,19,2097268
0,0,United States,2,20,2139119
0,0,United States,2,21,2167701
0,0,United States,2,22,2232395
0,0,United States,2,23,2286455
0,0,United States,2,24,2289374
0,0,United States,2,25,2203009
0,0,United States,2,26,2156332
0,0,United States,2,27,2123075
0,0,United States,2,28,2136118
0,0,United States,2,29,2161542
0,0,United States,2,30,2103226
0,0,United States,2,31,2141702
0,0,United States,2,32,2147592
0,0,United States,2,33,2129452
0,0,United States,2,34,2165002
0,0,United States,2,35,2041656
0,0,United States,2,36,2004848
0,0,United States,2,37,1990740
0,0,United States,2,38,1932736
0,0,United States,2,39,1990312
0,0,United States,2,40,1937627
0,0,United States,2,41,1974751
0,0,United States,2,42,2062077
0,0,United States,2,43,2182383
0,0,United States,2,44,2202419
0,0,United States,2,45,2092471
0,0,United States,2,46,2052054
0,0,United States,2,47,2061553
0,0,United States,2,48,2099589
0,0,United States,2,49,2228236
0,0,United States,2,50,2279041
0,0,United States,2,51,2282608
0,0,United States,2,52,2281566
0,0,United States,2,53,2315723
0,0,United States,2,54,2331607
0,0,United States,2,55,2263119
0,0,United States,2,56,2254570
0,0,United States,2,57,2236881
0,0,United States,2,58,2163670
0,0,United States,2,59,2148422
0,0,United States,2,60,2071296
0,0,United States,2,61,1997318
0,0,United States,2,62,1922306
0,0,United States,2,63,1870550
0,0,United States,2,64,1826657
0,0,United States,2,65,1776761
0,0,United States,2,66,1758649
0,0,United States,2,67,1832245
0,0,United States,2,68,1361047
0,0,United States,2,69,1347458
0,0,United States,2,70,1317238
0,0,United States,2,71,1350392
0,0,United States,2,72,1183338
0,0,United States,2,73,1089183
0,0,United States,2,74,1032934
0,0,United States,2,75,971263
0,0,United States,2,76,936270
0,0,United States,2,77,867417
0,0,United States,2,78,832296
0,0,United States,2,79,803512
0,0,United States,2,80,724040
0,0,United States,2,81,704919
0,0,United States,2,82,676658
0,0,United States,2,83,648016
0,0,United States,2,84,624921
0,0,United States,2,85,4053362
0,0,United States,2,999,161727605
6,1,Alabama,0,0,57854
6,1,Alabama,0,1,58028
6,1,Alabama,0,2,58953
6,1,Alabama,0,3,59449
6,1,Alabama,0,4,60421
6,1,Alabama,0,5,60219
6,1,Alabama,0,6,62116
6,1,Alabama,0,7,62265
6,1,Alabama,0,8,61528
6,1,Alabama,0,9,60922
6,1,Alabama,0,10,61414
6,1,Alabama,0,11,60933
6,1,Alabama,0,12,61672
6,1,Alabama,0,13,64515
6,1,Alabama,0,14,65920
6,1,Alabama,0,15,64079
6,1,Alabama,0,16,64179
6,1,Alabama,0,17,63098
6,1,Alabama,0,18,61614
6,1,Alabama,0,19,64161
6,1,Alabama,0,20,66698
6,1,Alabama,0,21,67785
6,1,Alabama,0,22,70476
6,1,Alabama,0,23,73222
6,1,Alabama,0,24,72144
6,1,Alabama,0,25,66622
6,1,Alabama,0,26,63371
6,1,Alabama,0,27,61062
6,1,Alabama,0,28,60959
6,1,Alabama,0,29,61712
6,1,Alabama,0,30,59781
6,1,Alabama,0,31,61262
6,1,Alabama,0,32,61136
6,1,Alabama,0,33,61704
6,1,Alabama,0,34,63213
6,1,Alabama,0,35,59431
6,1,Alabama,0,36,58927
6,1,Alabama,0,37,58246
6,1,Alabama,0,38,56406
6,1,Alabama,0,39,58461
6,1,Alabama,0,40,57706
6,1,Alabama,0,41,59310
6,1,Alabama,0,42,62236
6,1,Alabama,0,43,65918
6,1,Alabama,0,44,64930
6,1,Alabama,0,45,61256
6,1,Alabama,0,46,59894
6,1,Alabama,0,47,60249
6,1,Alabama,0,48,62444
6,1,Alabama,0,49,66948
6,1,Alabama,0,50,68091
6,1,Alabama,0,51,68031
6,1,Alabama,0,52,68616
6,1,Alabama,0,53,69675
6,1,Alabama,0,54,69909
6,1,Alabama,0,55,67878
6,1,Alabama,0,56,67801
6,1,Alabama,0,57,68333
6,1,Alabama,0,58,65940
6,1,Alabama,0,59,65223
6,1,Alabama,0,60,63001
6,1,Alabama,0,61,60199
6,1,Alabama,0,62,58270
6,1,Alabama,0,63,56669
6,1,Alabama,0,64,56038
6,1,Alabama,0,65,55261
6,1,Alabama,0,66,54898
6,1,Alabama,0,67,57098
6,1,Alabama,0,68,41922
6,1,Alabama,0,69,41810
6,1,Alabama,0,70,41038
6,1,Alabama,0,71,41973
6,1,Alabama,0,72,36239
6,1,Alabama,0,73,33277
6,1,Alabama,0,74,31912
6,1,Alabama,0,75,30104
6,1,Alabama,0,76,28866
6,1,Alabama,0,77,26169
6,1,Alabama,0,78,24935
6,1,Alabama,0,79,23584
6,1,Alabama,0,80,20782
6,1,Alabama,0,81,19703
6,1,Alabama,0,82,18311
6,1,Alabama,0,83,16703
6,1,Alabama,0,84,15780
6,1,Alabama,0,85,83567
6,1,Alabama,0,999,4834455
6,1,Alabama,1,0,29508
6,1,Alabama,1,1,29451
6,1,Alabama,1,2,29879
6,1,Alabama,1,3,30513
6,1,Alabama,1,4,30764
6,1,Alabama,1,5,30709
6,1,Alabama,1,6,31585
6,1,Alabama,1,7,31826
6,1,Alabama,1,8,31407
6,1,Alabama,1,9,31022
6,1,Alabama,1,10,31293
6,1,Alabama,1,11,30989
6,1,Alabama,1,12,31424
6,1,Alabama,1,13,32920
6,1,Alabama,1,14,33639
6,1,Alabama,1,15,32518
6,1,Alabama,1,16,32675
6,1,Alabama,1,17,32239
6,1,Alabama,1,18,31138
6,1,Alabama,1,19,32222
6,1,Alabama,1,20,33379
6,1,Alabama,1,21,33990
6,1,Alabama,1,22,35460
6,1,Alabama,1,23,36141
6,1,Alabama,1,24,35841
6,1,Alabama,1,25,32831
6,1,Alabama,1,26,31296
6,1,Alabama,1,27,29869
6,1,Alabama,1,28,29702
6,1,Alabama,1,29,30110
6,1,Alabama,1,30,28835
6,1,Alabama,1,31,30071
6,1,Alabama,1,32,29730
6,1,Alabama,1,33,30174
6,1,Alabama,1,34,30900
6,1,Alabama,1,35,28794
6,1,Alabama,1,36,28455
6,1,Alabama,1,37,28157
6,1,Alabama,1,38,27268
6,1,Alabama,1,39,28359
6,1,Alabama,1,40,28080
6,1,Alabama,1,41,28480
6,1,Alabama,1,42,30125
6,1,Alabama,1,43,32051
6,1,Alabama,1,44,31783
6,1,Alabama,1,45,29918
6,1,Alabama,1,46,29147
6,1,Alabama,1,47,29269
6,1,Alabama,1,48,30334
6,1,Alabama,1,49,32487
6,1,Alabama,1,50,33183
6,1,Alabama,1,51,32811
6,1,Alabama,1,52,33286
6,1,Alabama,1,53,33614
6,1,Alabama,1,54,33902
6,1,Alabama,1,55,32686
6,1,Alabama,1,56,32461
6,1,Alabama,1,57,32847
6,1,Alabama,1,58,31636
6,1,Alabama,1,59,31164
6,1,Alabama,1,60,29788
6,1,Alabama,1,61,28491
6,1,Alabama,1,62,27601
6,1,Alabama,1,63,26774
6,1,Alabama,1,64,26424
6,1,Alabama,1,65,25946
6,1,Alabama,1,66,25827
6,1,Alabama,1,67,26860
6,1,Alabama,1,68,19445
6,1,Alabama,1,69,19302
6,1,Alabama,1,70,18821
6,1,Alabama,1,71,19132
6,1,Alabama,1,72,16456
6,1,Alabama,1,73,15118
6,1,Alabama,1,74,14251
6,1,Alabama,1,75,13271
6,1,Alabama,1,76,12506
6,1,Alabama,1,77,11255
6,1,Alabama,1,78,10588
6,1,Alabama,1,79,9958
6,1,Alabama,1,80,8579
6,1,Alabama,1,81,8053
6,1,Alabama,1,82,7352
6,1,Alabama,1,83,6452
6,1,Alabama,1,84,5918
6,1,Alabama,1,85,26700
6,1,Alabama,1,999,2337215
6,1,Alabama,2,0,28346
6,1,Alabama,2,1,28577
6,1,Alabama,2,2,29074
6,1,Alabama,2,3,28936
6,1,Alabama,2,4,29657
6,1,Alabama,2,5,29510
6,1,Alabama,2,6,30531
6,1,Alabama,2,7,30439
6,1,Alabama,2,8,30121
6,1,Alabama,2,9,29900
6,1,Alabama,2,10,30121
6,1,Alabama,2,11,29944
6,1,Alabama,2,12,30248
6,1,Alabama,2,13,31595
6,1,Alabama,2,14,32281
6,1,Alabama,2,15,31561
6,1,Alabama,2,16,31504
6,1,Alabama,2,17,30859
6,1,Alabama,2,18,30476
6,1,Alabama,2,19,31939
6,1,Alabama,2,20,33319
6,1,Alabama,2,21,33795
6,1,Alabama,2,22,35016
6,1,Alabama,2,23,37081
6,1,Alabama,2,24,36303
6,1,Alabama,2,25,33791
6,1,Alabama,2,26,32075
6,1,Alabama,2,27,31193
6,1,Alabama,2,28,31257
6,1,Alabama,2,29,31602
6,1,Alabama,2,30,30946
6,1,Alabama,2,31,31191
6,1,Alabama,2,32,31406
6,1,Alabama,2,33,31530
6,1,Alabama,2,34,32313
6,1,Alabama,2,35,30637
6,1,Alabama,2,36,30472
6,1,Alabama,2,37,30089
6,1,Alabama,2,38,29138
6,1,Alabama,2,39,30102
6,1,Alabama,2,40,29626
6,1,Alabama,2,41,30830
6,1,Alabama,2,42,32111
6,1,Alabama,2,43,33867
6,1,Alabama,2,44,33147
6,1,Alabama,2,45,31338
6,1,Alabama,2,46,30747
6,1,Alabama,2,47,30980
6,1,Alabama,2,48,32110
6,1,Alabama,2,49,34461
6,1,Alabama,2,50,34908
6,1,Alabama,2,51,35220
6,1,Alabama,2,52,35330
6,1,Alabama,2,53,36061
6,1,Alabama,2,54,36007
6,1,Alabama,2,55,35192
6,1,Alabama,2,56,35340
6,1,Alabama,2,57,35486
6,1,Alabama,2,58,34304
6,1,Alabama,2,59,34059
6,1,Alabama,2,60,33213
6,1,Alabama,2,61,31708
6,1,Alabama,2,62,30669
6,1,Alabama,2,63,29895
6,1,Alabama,2,64,29614
6,1,Alabama,2,65,29315
6,1,Alabama,2,66,29071
6,1,Alabama,2,67,30238
6,1,Alabama,2,68,22477
6,1,Alabama,2,69,22508
6,1,Alabama,2,70,22217
6,1,Alabama,2,71,22841
6,1,Alabama,2,72,19783
6,1,Alabama,2,73,18159
6,1,Alabama,2,74,17661
6,1,Alabama,2,75,16833
6,1,Alabama,2,76,16360
6,1,Alabama,2,77,14914
6,1,Alabama,2,78,14347
6,1,Alabama,2,79,13626
6,1,Alabama,2,80,12203
6,1,Alabama,2,81,11650
6,1,Alabama,2,82,10959
6,1,Alabama,2,83,10251
6,1,Alabama,2,84,9862
6,1,Alabama,2,85,56867
6,1,Alabama,2,999,2497240
9,2,Alaska,0,0,11157
9,2,Alaska,0,1,11048
9,2,Alaska,0,2,10713
9,2,Alaska,0,3,11413
9,2,Alaska,0,4,10377
9,2,Alaska,0,5,10536
9,2,Alaska,0,6,10640
9,2,Alaska,0,7,10352
9,2,Alaska,0,8,10418
9,2,Alaska,0,9,9987
9,2,Alaska,0,10,9970
9,2,Alaska,0,11,9915
9,2,Alaska,0,12,9844
9,2,Alaska,0,13,9798
9,2,Alaska,0,14,10255
9,2,Alaska,0,15,10065
9,2,Alaska,0,16,9944
9,2,Alaska,0,17,10111
9,2,Alaska,0,18,9424
9,2,Alaska,0,19,8844
9,2,Alaska,0,20,9641
9,2,Alaska,0,21,10272
9,2,Alaska,0,22,11288
9,2,Alaska,0,23,12220
9,2,Alaska,0,24,12081
9,2,Alaska,0,25,11668
9,2,Alaska,0,26,11542
9,2,Alaska,0,27,11269
9,2,Alaska,0,28,11183
9,2,Alaska,0,29,11170
9,2,Alaska,0,30,10962
9,2,Alaska,0,31,10764
9,2,Alaska,0,32,10436
9,2,Alaska,0,33,9948
9,2,Alaska,0,34,9993
9,2,Alaska,0,35,9018
9,2,Alaska,0,36,8970
9,2,Alaska,0,37,8539
9,2,Alaska,0,38,8107
9,2,Alaska,0,39,8483
9,2,Alaska,0,40,8193
9,2,Alaska,0,41,8087
9,2,Alaska,0,42,8469
9,2,Alaska,0,43,8879
9,2,Alaska,0,44,9391
9,2,Alaska,0,45,8762
9,2,Alaska,0,46,8514
9,2,Alaska,0,47,8745
9,2,Alaska,0,48,8801
9,2,Alaska,0,49,9813
9,2,Alaska,0,50,9987
9,2,Alaska,0,51,10276
9,2,Alaska,0,52,10491
9,2,Alaska,0,53,10509
9,2,Alaska,0,54,10917
9,2,Alaska,0,55,10312
9,2,Alaska,0,56,10277
9,2,Alaska,0,57,10434
9,2,Alaska,0,58,9822
9,2,Alaska,0,59,10114
9,2,Alaska,0,60,9567
9,2,Alaska,0,61,8892
9,2,Alaska,0,62,8389
9,2,Alaska,0,63,7751
9,2,Alaska,0,64,7447
9,2,Alaska,0,65,7011
9,2,Alaska,0,66,6338
9,2,Alaska,0,67,6369
9,2,Alaska,0,68,4653
9,2,Alaska,0,69,4644
9,2,Alaska,0,70,4149
9,2,Alaska,0,71,4059
9,2,Alaska,0,72,3484
9,2,Alaska,0,73,3116
9,2,Alaska,0,74,2783
9,2,Alaska,0,75,2401
9,2,Alaska,0,76,2287
9,2,Alaska,0,77,2044
9,2,Alaska,0,78,1867
9,2,Alaska,0,79,1716
9,2,Alaska,0,80,1517
9,2,Alaska,0,81,1405
9,2,Alaska,0,82,1303
9,2,Alaska,0,83,1225
9,2,Alaska,0,84,1111
9,2,Alaska,0,85,5931
9,2,Alaska,0,999,714617
9,2,Alaska,1,0,5695
9,2,Alaska,1,1,5749
9,2,Alaska,1,2,5471
9,2,Alaska,1,3,5972
9,2,Alaska,1,4,5382
9,2,Alaska,1,5,5434
9,2,Alaska,1,6,5520
9,2,Alaska,1,7,5371
9,2,Alaska,1,8,5390
9,2,Alaska,1,9,5059
9,2,Alaska,1,10,5139
9,2,Alaska,1,11,5089
9,2,Alaska,1,12,5119
9,2,Alaska,1,13,5008
9,2,Alaska,1,14,5367
9,2,Alaska,1,15,5205
9,2,Alaska,1,16,5039
9,2,Alaska,1,17,5188
9,2,Alaska,1,18,5031
9,2,Alaska,1,19,4852
9,2,Alaska,1,20,5313
9,2,Alaska,1,21,5687
9,2,Alaska,1,22,6136
9,2,Alaska,1,23,6531
9,2,Alaska,1,24,6366
9,2,Alaska,1,25,6087
9,2,Alaska,1,26,5999
9,2,Alaska,1,27,5836
9,2,Alaska,1,28,5728
9,2,Alaska,1,29,5576
9,2,Alaska,1,30,5627
9,2,Alaska,1,31,5378
9,2,Alaska,1,32,5371
9,2,Alaska,1,33,4978
9,2,Alaska,1,34,5053
9,2,Alaska,1,35,4573
9,2,Alaska,1,36,4569
9,2,Alaska,1,37,4226
9,2,Alaska,1,38,4076
9,2,Alaska,1,39,4345
9,2,Alaska,1,40,4140
9,2,Alaska,1,41,4108
9,2,Alaska,1,42,4259
9,2,Alaska,1,43,4491
9,2,Alaska,1,44,4791
9,2,Alaska,1,45,4511
9,2,Alaska,1,46,4424
9,2,Alaska,1,47,4491
9,2,Alaska,1,48,4557
9,2,Alaska,1,49,5080
9,2,Alaska,1,50,5204
9,2,Alaska,1,51,5290
9,2,Alaska,1,52,5413
9,2,Alaska,1,53,5453
9,2,Alaska,1,54,5709
9,2,Alaska,1,55,5368
9,2,Alaska,1,56,5412
9,2,Alaska,1,57,5339
9,2,Alaska,1,58,5006
9,2,Alaska,1,59,5240
9,2,Alaska,1,60,5000
9,2,Alaska,1,61,4667
9,2,Alaska,1,62,4356
9,2,Alaska,1,63,4056
9,2,Alaska,1,64,3932
9,2,Alaska,1,65,3752
9,2,Alaska,1,66,3326
9,2,Alaska,1,67,3334
9,2,Alaska,1,68,2387
9,2,Alaska,1,69,2404
9,2,Alaska,1,70,2169
9,2,Alaska,1,71,2133
9,2,Alaska,1,72,1778
9,2,Alaska,1,73,1603
9,2,Alaska,1,74,1358
9,2,Alaska,1,75,1222
9,2,Alaska,1,76,1141
9,2,Alaska,1,77,1013
9,2,Alaska,1,78,893
9,2,Alaska,1,79,795
9,2,Alaska,1,80,697
9,2,Alaska,1,81,624
9,2,Alaska,1,82,562
9,2,Alaska,1,83,535
9,2,Alaska,1,84,506
9,2,Alaska,1,85,2161
9,2,Alaska,1,999,368225
9,2,Alaska,2,0,5462
9,2,Alaska,2,1,5299
9,2,Alaska,2,2,5242
9,2,Alaska,2,3,5441
9,2,Alaska,2,4,4995
9,2,Alaska,2,5,5102
9,2,Alaska,2,6,5120
9,2,Alaska,2,7,4981
9,2,Alaska,2,8,5028
9,2,Alaska,2,9,4928
9,2,Alaska,2,10,4831
9,2,Alaska,2,11,4826
9,2,Alaska,2,12,4725
9,2,Alaska,2,13,4790
9,2,Alaska,2,14,4888
9,2,Alaska,2,15,4860
9,2,Alaska,2,16,4905
9,2,Alaska,2,17,4923
9,2,Alaska,2,18,4393
9,2,Alaska,2,19,3992
9,2,Alaska,2,20,4328
9,2,Alaska,2,21,4585
9,2,Alaska,2,22,5152
9,2,Alaska,2,23,5689
9,2,Alaska,2,24,5715
9,2,Alaska,2,25,5581
9,2,Alaska,2,26,5543
9,2,Alaska,2,27,5433
9,2,Alaska,2,28,5455
9,2,Alaska,2,29,5594
9,2,Alaska,2,30,5335
9,2,Alaska,2,31,5386
9,2,Alaska,2,32,5065
9,2,Alaska,2,33,4970
9,2,Alaska,2,34,4940
9,2,Alaska,2,35,4445
9,2,Alaska,2,36,4401
9,2,Alaska,2,37,4313
9,2,Alaska,2,38,4031
9,2,Alaska,2,39,4138
9,2,Alaska,2,40,4053
9,2,Alaska,2,41,3979
9,2,Alaska,2,42,4210
9,2,Alaska,2,43,4388
9,2,Alaska,2,44,4600
9,2,Alaska,2,45,4251
9,2,Alaska,2,46,4090
9,2,Alaska,2,47,4254
9,2,Alaska,2,48,4244
9,2,Alaska,2,49,4733
9,2,Alaska,2,50,4783
9,2,Alaska,2,51,4986
9,2,Alaska,2,52,5078
9,2,Alaska,2,53,5056
9,2,Alaska,2,54,5208
9,2,Alaska,2,55,4944
9,2,Alaska,2,56,4865
9,2,Alaska,2,57,5095
9,2,Alaska,2,58,4816
9,2,Alaska,2,59,4874
9,2,Alaska,2,60,4567
9,2,Alaska,2,61,4225
9,2,Alaska,2,62,4033
9,2,Alaska,2,63,3695
9,2,Alaska,2,64,3515
9,2,Alaska,2,65,3259
9,2,Alaska,2,66,3012
9,2,Alaska,2,67,3035
9,2,Alaska,2,68,2266
9,2,Alaska,2,69,2240
9,2,Alaska,2,70,1980
9,2,Alaska,2,71,1926
9,2,Alaska,2,72,1706
9,2,Alaska,2,73,1513
9,2,Alaska,2,74,1425
9,2,Alaska,2,75,1179
9,2,Alaska,2,76,1146
9,2,Alaska,2,77,1031
9,2,Alaska,2,78,974
9,2,Alaska,2,79,921
9,2,Alaska,2,80,820
9,2,Alaska,2,81,781
9,2,Alaska,2,82,741
9,2,Alaska,2,83,690
9,2,Alaska,2,84,605
9,2,Alaska,2,85,3770
9,2,Alaska,2,999,346392
8,4,Arizona,0,0,85876
8,4,Arizona,0,1,85845
8,4,Arizona,0,2,85064
8,4,Arizona,0,3,85368
8,4,Arizona,0,4,88735
8,4,Arizona,0,5,89584
8,4,Arizona,0,6,93286
8,4,Arizona,0,7,94257
8,4,Arizona,0,8,92781
8,4,Arizona,0,9,91801
8,4,Arizona,0,10,90290
8,4,Arizona,0,11,91257
8,4,Arizona,0,12,89854
8,4,Arizona,0,13,92426
8,4,Arizona,0,14,93347
8,4,Arizona,0,15,90592
8,4,Arizona,0,16,90421
8,4,Arizona,0,17,90906
8,4,Arizona,0,18,90768
8,4,Arizona,0,19,91037
8,4,Arizona,0,20,91472
8,4,Arizona,0,21,93293
8,4,Arizona,0,22,96536
8,4,Arizona,0,23,102029
8,4,Arizona,0,24,100155
8,4,Arizona,0,25,94399
8,4,Arizona,0,26,90338
8,4,Arizona,0,27,86973
8,4,Arizona,0,28,86884
8,4,Arizona,0,29,88872
8,4,Arizona,0,30,86418
8,4,Arizona,0,31,88150
8,4,Arizona,0,32,89086
8,4,Arizona,0,33,88203
8,4,Arizona,0,34,90222
8,4,Arizona,0,35,84090
8,4,Arizona,0,36,82482
8,4,Arizona,0,37,81942
8,4,Arizona,0,38,80261
8,4,Arizona,0,39,83856
8,4,Arizona,0,40,80800
8,4,Arizona,0,41,80066
8,4,Arizona,0,42,83394
8,4,Arizona,0,43,87158
8,4,Arizona,0,44,88584
8,4,Arizona,0,45,82829
8,4,Arizona,0,46,80714
8,4,Arizona,0,47,78729
8,4,Arizona,0,48,79343
8,4,Arizona,0,49,84623
8,4,Arizona,0,50,85704
8,4,Arizona,0,51,85905
8,4,Arizona,0,52,86338
8,4,Arizona,0,53,86434
8,4,Arizona,0,54,87988
8,4,Arizona,0,55,84606
8,4,Arizona,0,56,84493
8,4,Arizona,0,57,83743
8,4,Arizona,0,58,80906
8,4,Arizona,0,59,80781
8,4,Arizona,0,60,78712
8,4,Arizona,0,61,76953
8,4,Arizona,0,62,74841
8,4,Arizona,0,63,74315
8,4,Arizona,0,64,74512
8,4,Arizona,0,65,74319
8,4,Arizona,0,66,76565
8,4,Arizona,0,67,79570
8,4,Arizona,0,68,60331
8,4,Arizona,0,69,60320
8,4,Arizona,0,70,60078
8,4,Arizona,0,71,61165
8,4,Arizona,0,72,53857
8,4,Arizona,0,73,49497
8,4,Arizona,0,74,46784
8,4,Arizona,0,75,43693
8,4,Arizona,0,76,41493
8,4,Arizona,0,77,37888
8,4,Arizona,0,78,35592
8,4,Arizona,0,79,33291
8,4,Arizona,0,80,29131
8,4,Arizona,0,81,28013
8,4,Arizona,0,82,26256
8,4,Arizona,0,83,24455
8,4,Arizona,0,84,23147
8,4,Arizona,0,85,124772
8,4,Arizona,0,999,6711844
8,4,Arizona,1,0,43907
8,4,Arizona,1,1,43820
8,4,Arizona,1,2,43752
8,4,Arizona,1,3,43393
8,4,Arizona,1,4,45119
8,4,Arizona,1,5,45730
8,4,Arizona,1,6,47374
8,4,Arizona,1,7,47894
8,4,Arizona,1,8,47537
8,4,Arizona,1,9,46825
8,4,Arizona,1,10,46069
8,4,Arizona,1,11,46537
8,4,Arizona,1,12,45573
8,4,Arizona,1,13,47070
8,4,Arizona,1,14,47516
8,4,Arizona,1,15,45963
8,4,Arizona,1,16,46206
8,4,Arizona,1,17,46596
8,4,Arizona,1,18,46512
8,4,Arizona,1,19,47382
8,4,Arizona,1,20,47077
